feature1,feature2,feature3,feature4,feature5,feature6,target
0.4743345049662393,0.8816401942798142,-2.0505433798953723,-1.2519351832738947,-1.0351506468005391,-1.9343670178569594,4
-1.0346754198169532,1.7418007853916062,-1.6606285600389108,-1.5559887260246534,-0.3375525574503093,-2.4738375683696305,0
-0.5632211652361119,-0.6883808788816093,-0.31841540316278105,-1.8451719778614035,0.35236635069430733,-0.9129283954753789,1
-1.268178529694966,2.770688496239147,1.0541928065925705,2.8303886191079353,0.3950928203247328,0.6777145505591599,3
-1.216380159825889,-0.3912673730519376,-2.8989312028606644,-0.9130744219961067,-2.1718565229177536,-2.3674896083415535,0
-0.3186572551407487,1.4947708477442914,1.0169287096896338,-0.4061473702275723,1.404118287118929,-0.07959184256293983,2
-0.4466639298171591,-1.7566174007294741,-3.667948900200022,-4.190566307528075,-1.791285275885461,-3.612232100398301,1
-1.0298919302558514,2.6218105322631753,-1.3236567496247118,-1.3552647629021926,0.07520217528130435,-2.446301675643247,0
1.4939615510691882,0.30810512363245457,-0.4964446811110642,-1.4126842896596337,0.21006793755452957,-0.6076479735813869,4
-0.22693515659884622,2.793952844097865,-2.351687501182928,2.074943986623836,-2.227524582329577,-1.4752085847773584,0
0.889625717673563,-3.0808126432723446,-0.1875751874726288,0.012164994139496899,-0.9129811497747461,1.051232612403638,2
-1.786103686564294,-0.6958002839725237,-0.5008374013771126,0.10966214051883239,-0.6033994787914227,-0.5149901955289871,0
-0.6039477054039607,0.02108021030910512,-1.5106232486890407,1.3167132262315362,-1.8337602053560194,-0.5373086756060197,0
2.5515148666908027,-2.2987647037617016,0.25597823874747316,1.191750366348558,-0.8785031945470804,2.016862376250243,2
0.8276515931563757,-2.7536520923490633,-2.1367863096692425,-1.9036254201598464,-1.7015477737799807,-1.0724779407961753,3
-3.7077733300065057,-2.9428225469809357,0.326218540929637,-1.3245485136319517,0.21942593972357663,-0.43047475545762026,0
3.631085112088254,-0.7008989218006942,-0.559497284348254,-0.9175175544959053,-0.3356161123085316,0.42159155019670863,4
1.10771479020922,-0.27589363659993604,2.5507811318678706,-0.7466908999377146,2.4161746699796454,1.6259701817535885,2
-2.7337243860134794,1.170383990785807,-1.0511936064008645,0.21707705378761866,-0.6602694485571368,-1.6181248570522704,0
-1.1536627416490957,-0.4905512106913892,-1.2217866662344246,1.1985233331641778,-1.6454712355724839,-0.3973069614222231,1
-2.138806306778424,-0.008230347298653573,0.14886599595163852,1.0630351739747494,-0.27698364324596997,-0.011767298412562521,1
-1.3849295687131327,1.6400715891625235,1.613428600605579,0.5209506358634153,1.582621652805886,0.3586008780621301,3
-0.9602295513397796,-3.144637992791744,-2.019482768727269,-3.0202375923373808,-1.1858971932284947,-1.8170373409345448,3
-0.18805651685285985,-0.6705649802710452,0.2988867923681158,0.3945608175901818,-0.06404163214984315,0.504422050419623,3
